Item,Provinsi,Tahun,Produksi,Curah hujan,Kelembapan,Suhu rata-rata,Luas Panen
Jagung,Aceh,1993,38924.00,1627.00,82.00,26.06,17941.00
Jagung,Aceh,1994,28578.00,1521.00,82.12,26.92,13105.00
Jagung,Aceh,1995,44921.00,1476.00,82.72,26.27,20639.00
Jagung,Aceh,1996,45566.00,1557.00,83.00,26.08,19677.00
Jagung,Aceh,1997,58679.00,1339.00,82.46,26.31,25312.00
Jagung,Aceh,1998,65660.00,1465.00,82.60,26.84,29000.00
Jagung,Aceh,1999,74449.00,1778.00,82.79,26.14,30545.00
Jagung,Aceh,2000,36642.00,1974.70,90.60,27.10,15576.00
Jagung,Aceh,2001,51232.00,1688.70,69.48,28.90,20605.00
Jagung,Aceh,2002,60105.00,1296.80,68.75,29.20,23874.00
Jagung,Aceh,2003,67386.00,1507.20,70.66,29.40,25188.00
Jagung,Aceh,2004,77747.00,1097.00,80.84,29.40,25748.00
Jagung,Aceh,2005,94426.00,710.50,79.50,26.80,29517.00
Jagung,Aceh,2006,96838.00,506.50,80.80,26.73,29583.00
Jagung,Aceh,2007,125155.00,1414.00,81.50,26.38,36774.00
Jagung,Aceh,2008,112894.00,1270.40,78.50,27.00,34164.00
Jagung,Aceh,2009,137753.00,1577.00,78.70,26.90,39731.00
Jagung,Aceh,2010,167090.00,1986.00,81.40,27.10,43885.00
Jagung,Aceh,2011,168861.00,1268.00,79.40,27.10,41853.00
Jagung,Aceh,2012,167285.00,1098.00,79.60,26.90,43675.00
Jagung,Aceh,2013,177842.00,1623.60,80.70,27.00,44099.00
Jagung,Aceh,2014,202318.00,2264.40,78.30,27.10,47357.00
Jagung,Aceh,2015,205125.00,1575.00,80.00,27.10,47967.00
Jagung,Aceh,2016,316645.00,1096.00,83.32,27.12,35810.00
Jagung,Aceh,2017,387470.00,1905.90,85.57,26.51,45772.00
Ubi Kayu,Aceh,1993,73122.00,1627.00,82.00,26.06,5904.00
Ubi Kayu,Aceh,1994,70288.00,1521.00,82.12,26.92,5654.00
Ubi Kayu,Aceh,1995,69571.00,1476.00,82.72,26.27,5690.00
Ubi Kayu,Aceh,1996,59782.00,1557.00,83.00,26.08,4795.00
Ubi Kayu,Aceh,1997,81427.00,1339.00,82.46,26.31,6532.00
Ubi Kayu,Aceh,1998,66543.00,1465.00,82.60,26.84,5477.00
Ubi Kayu,Aceh,1999,67670.00,1778.00,82.79,26.14,5503.00
Ubi Kayu,Aceh,2000,65208.00,1974.70,90.60,27.10,5293.00
Ubi Kayu,Aceh,2001,44387.00,1688.70,69.48,28.90,3605.00
Ubi Kayu,Aceh,2002,52126.00,1296.80,68.75,29.20,4269.00
Ubi Kayu,Aceh,2003,75286.00,1507.20,70.66,29.40,6098.00
Ubi Kayu,Aceh,2004,63867.00,1097.00,80.84,29.40,5180.00
Ubi Kayu,Aceh,2005,53424.00,710.50,79.50,26.80,4316.00
Ubi Kayu,Aceh,2006,46504.00,506.50,80.80,26.73,3754.00
Ubi Kayu,Aceh,2007,41558.00,1414.00,81.50,26.38,3351.00
Ubi Kayu,Aceh,2008,38403.00,1270.40,78.50,27.00,3093.00
Ubi Kayu,Aceh,2009,49839.00,1577.00,78.70,26.90,3910.00
Ubi Kayu,Aceh,2010,43810.00,1986.00,81.40,27.10,3084.00
Ubi Kayu,Aceh,2011,39384.00,1268.00,79.40,27.10,3085.00
Ubi Kayu,Aceh,2012,38257.00,1098.00,79.60,26.90,2974.00
Ubi Kayu,Aceh,2013,34738.00,1623.60,80.70,27.00,2725.00
Ubi Kayu,Aceh,2014,31621.00,2264.40,78.30,27.10,2432.00
Ubi Kayu,Aceh,2015,29131.00,1575.00,80.00,27.10,2226.00
Ubi Kayu,Aceh,2016,24531.00,1096.00,83.32,27.12,1898.00
Ubi Kayu,Aceh,2017,23738.00,1905.90,85.57,26.51,1452.00
Ubi Jalar,Aceh,1993,27808.00,1627.00,82.00,26.06,3040.00
Ubi Jalar,Aceh,1994,32918.00,1521.00,82.12,26.92,3215.00
Ubi Jalar,Aceh,1995,32195.00,1476.00,82.72,26.27,3633.00
Ubi Jalar,Aceh,1996,26784.00,1557.00,83.00,26.08,2834.00
Ubi Jalar,Aceh,1997,31345.00,1339.00,82.46,26.31,5288.00
Ubi Jalar,Aceh,1998,26401.00,1465.00,82.60,26.84,2750.00
Ubi Jalar,Aceh,1999,33697.00,1778.00,82.79,26.14,3459.00
Ubi Jalar,Aceh,2000,24594.00,1974.70,90.60,27.10,2545.00
Ubi Jalar,Aceh,2001,16695.00,1688.70,69.48,28.90,1725.00
Ubi Jalar,Aceh,2002,17285.00,1296.80,68.75,29.20,1776.00
Ubi Jalar,Aceh,2003,23568.00,1507.20,70.66,29.40,2394.00
Ubi Jalar,Aceh,2004,22938.00,1097.00,80.84,29.40,2338.00
Ubi Jalar,Aceh,2005,22985.00,710.50,79.50,26.80,2330.00
Ubi Jalar,Aceh,2006,16238.00,506.50,80.80,26.73,1661.00
Ubi Jalar,Aceh,2007,15187.00,1414.00,81.50,26.38,1542.00
Ubi Jalar,Aceh,2008,13172.00,1270.40,78.50,27.00,1325.00
Ubi Jalar,Aceh,2009,15298.00,1577.00,78.70,26.90,1519.00
Ubi Jalar,Aceh,2010,11095.00,1986.00,81.40,27.10,1101.00
Ubi Jalar,Aceh,2011,11844.00,1268.00,79.40,27.10,1137.00
Ubi Jalar,Aceh,2012,13356.00,1098.00,79.60,26.90,1264.00
Ubi Jalar,Aceh,2013,11602.00,1623.60,80.70,27.00,1094.00
Ubi Jalar,Aceh,2014,9696.00,2264.40,78.30,27.10,903.00
Ubi Jalar,Aceh,2015,8935.00,1575.00,80.00,27.10,793.00
Ubi Jalar,Aceh,2016,5839.00,1096.00,83.32,27.12,527.00
Ubi Jalar,Aceh,2017,6860.00,1905.90,85.57,26.51,613.00
Kacang Tanah,Aceh,1993,19056.00,1627.00,82.00,26.06,16756.00
Kacang Tanah,Aceh,1994,23380.00,1521.00,82.12,26.92,18939.00
Kacang Tanah,Aceh,1995,32517.00,1476.00,82.72,26.27,30601.00
Kacang Tanah,Aceh,1996,22639.00,1557.00,83.00,26.08,19704.00
Kacang Tanah,Aceh,1997,20288.00,1339.00,82.46,26.31,16936.00
Kacang Tanah,Aceh,1998,9513.00,1465.00,82.60,26.84,8091.00
Kacang Tanah,Aceh,1999,11124.00,1778.00,82.79,26.14,9131.00
Kacang Tanah,Aceh,2000,9179.00,1974.70,90.60,27.10,7453.00
Kacang Tanah,Aceh,2001,5047.00,1688.70,69.48,28.90,4355.00
Kacang Tanah,Aceh,2002,7377.00,1296.80,68.75,29.20,6190.00
Kacang Tanah,Aceh,2003,16887.00,1507.20,70.66,29.40,14239.00
Kacang Tanah,Aceh,2004,14687.00,1097.00,80.84,29.40,12363.00
Kacang Tanah,Aceh,2005,15597.00,710.50,79.50,26.80,12984.00
Kacang Tanah,Aceh,2006,11091.00,506.50,80.80,26.73,9249.00
Kacang Tanah,Aceh,2007,7972.00,1414.00,81.50,26.38,6582.00
Kacang Tanah,Aceh,2008,6322.00,1270.40,78.50,27.00,5214.00
Kacang Tanah,Aceh,2009,5926.00,1577.00,78.70,26.90,4707.00
Kacang Tanah,Aceh,2010,7063.00,1986.00,81.40,27.10,5579.00
Kacang Tanah,Aceh,2011,6172.00,1268.00,79.40,27.10,4999.00
Kacang Tanah,Aceh,2012,6934.00,1098.00,79.60,26.90,5681.00
Kacang Tanah,Aceh,2013,3861.00,1623.60,80.70,27.00,3118.00
Kacang Tanah,Aceh,2014,3080.00,2264.40,78.30,27.10,2502.00
Kacang Tanah,Aceh,2015,2527.00,1575.00,80.00,27.10,2019.00
Kacang Tanah,Aceh,2016,2340.00,1096.00,83.32,27.12,1823.00
Kacang Tanah,Aceh,2017,2393.00,1905.90,85.57,26.51,1864.00
Kedelai,Aceh,1993,190220.00,1627.00,82.00,26.06,171093.00
Kedelai,Aceh,1994,182205.00,1521.00,82.12,26.92,160421.00
Kedelai,Aceh,1995,144935.00,1476.00,82.72,26.27,116604.00
Kedelai,Aceh,1996,100004.00,1557.00,83.00,26.08,79057.00
Kedelai,Aceh,1997,90517.00,1339.00,82.46,26.31,71252.00
Kedelai,Aceh,1998,92915.00,1465.00,82.60,26.84,75804.00
Kedelai,Aceh,1999,106480.00,1778.00,82.79,26.14,85846.00
Kedelai,Aceh,2000,71576.00,1974.70,90.60,27.10,58906.00
Kedelai,Aceh,2001,63127.00,1688.70,69.48,28.90,51022.00
Kedelai,Aceh,2002,21522.00,1296.80,68.75,29.20,17208.00
Kedelai,Aceh,2003,18697.00,1507.20,70.66,29.40,14519.00
Kedelai,Aceh,2004,31170.00,1097.00,80.84,29.40,24325.00
Kedelai,Aceh,2005,31067.00,710.50,79.50,26.80,24189.00
Kedelai,Aceh,2006,25495.00,506.50,80.80,26.73,19638.00
Kedelai,Aceh,2007,19025.00,1414.00,81.50,26.38,14743.00
Kedelai,Aceh,2008,43885.00,1270.40,78.50,27.00,32898.00
Kedelai,Aceh,2009,63538.00,1577.00,78.70,26.90,45110.00
Kedelai,Aceh,2010,53347.00,1986.00,81.40,27.10,37469.00
Kedelai,Aceh,2011,50006.00,1268.00,79.40,27.10,35370.00
Kedelai,Aceh,2012,51439.00,1098.00,79.60,26.90,35599.00
Kedelai,Aceh,2013,45027.00,1623.60,80.70,27.00,30579.00
Kedelai,Aceh,2014,63352.00,2264.40,78.30,27.10,42784.00
Kedelai,Aceh,2015,47910.00,1575.00,80.00,27.10,32796.00
Kedelai,Aceh,2016,22184.00,1096.00,83.32,27.12,14559.00
Kedelai,Aceh,2017,6932.00,1905.90,85.57,26.51,4437.00
Jagung,Sumatera Utara,1993,271298.00,2549.40,83.80,26.45,122039.00
Jagung,Sumatera Utara,1994,311918.00,2166.50,83.79,26.40,140941.00
Jagung,Sumatera Utara,1995,371578.00,2917.10,81.68,26.58,165230.00
Jagung,Sumatera Utara,1996,398707.00,2326.50,81.31,26.33,174000.00
Jagung,Sumatera Utara,1997,459715.00,1865.00,81.81,26.40,198246.00
Jagung,Sumatera Utara,1998,509809.00,2496.90,83.53,27.16,183332.00
Jagung,Sumatera Utara,1999,619667.00,3087.30,84.56,26.45,199355.00
Jagung,Sumatera Utara,2000,666764.00,1289.50,82.94,27.70,221906.00
Jagung,Sumatera Utara,2001,634162.00,3595.30,72.78,28.03,198709.00
Jagung,Sumatera Utara,2002,640593.00,1944.90,72.31,28.45,198670.00
Jagung,Sumatera Utara,2003,687360.00,3140.20,72.08,29.59,210782.00
Jagung,Sumatera Utara,2004,712560.00,2406.90,80.79,29.27,214885.00
Jagung,Sumatera Utara,2005,735456.00,776.70,83.80,27.00,218569.00
Jagung,Sumatera Utara,2006,682024.00,222.50,81.00,27.80,200146.00
Jagung,Sumatera Utara,2007,80485.00,2513.00,82.00,27.00,229882.00
Jagung,Sumatera Utara,2008,1098969.00,2442.00,81.40,26.90,240413.00
Jagung,Sumatera Utara,2009,1166548.00,2184.00,86.00,27.10,247782.00
Jagung,Sumatera Utara,2010,1377718.00,1903.30,78.55,27.18,274822.00
Jagung,Sumatera Utara,2011,1294645.00,2042.00,79.00,27.20,255291.00
Jagung,Sumatera Utara,2012,1347124.00,3175.00,76.00,27.30,243098.00
Jagung,Sumatera Utara,2013,1183011.00,2627.00,78.67,28.80,211750.00
Jagung,Sumatera Utara,2014,1159795.00,2148.00,79.00,27.90,200603.00
Jagung,Sumatera Utara,2015,1519407.00,975.90,86.90,27.40,243770.00
Jagung,Sumatera Utara,2016,1557463.00,2384.00,82.00,27.65,135110.00
Jagung,Sumatera Utara,2017,1741258.00,3190.00,84.00,27.50,153649.00
Ubi Kayu,Sumatera Utara,1993,350446.00,2549.40,83.80,26.45,29325.00
Ubi Kayu,Sumatera Utara,1994,454693.00,2166.50,83.79,26.40,37919.00
Ubi Kayu,Sumatera Utara,1995,373350.00,2917.10,81.68,26.58,31395.00
Ubi Kayu,Sumatera Utara,1996,421460.00,2326.50,81.31,26.33,35246.00
Ubi Kayu,Sumatera Utara,1997,449026.00,1865.00,81.81,26.40,37436.00
Ubi Kayu,Sumatera Utara,1998,488149.00,2496.90,83.53,27.16,40917.00
Ubi Kayu,Sumatera Utara,1999,490601.00,3087.30,84.56,26.45,41235.00
Ubi Kayu,Sumatera Utara,2000,480128.00,1289.50,82.94,27.70,40315.00
Ubi Kayu,Sumatera Utara,2001,507519.00,3595.30,72.78,28.03,41233.00
Ubi Kayu,Sumatera Utara,2002,441819.00,1944.90,72.31,28.45,36119.00
Ubi Kayu,Sumatera Utara,2003,411990.00,3140.20,72.08,29.59,33452.00
Ubi Kayu,Sumatera Utara,2004,464960.00,2406.90,80.79,29.27,37313.00
Ubi Kayu,Sumatera Utara,2005,509796.00,776.70,83.80,27.00,40717.00
Ubi Kayu,Sumatera Utara,2006,452450.00,222.50,81.00,27.80,35996.00
Ubi Kayu,Sumatera Utara,2007,438573.00,2513.00,82.00,27.00,34812.00
Ubi Kayu,Sumatera Utara,2008,736771.00,2442.00,81.40,26.90,37941.00
Ubi Kayu,Sumatera Utara,2009,1007284.00,2184.00,86.00,27.10,38611.00
Ubi Kayu,Sumatera Utara,2010,905571.00,1903.30,78.55,27.18,32402.00
Ubi Kayu,Sumatera Utara,2011,1091711.00,2042.00,79.00,27.20,37929.00
Ubi Kayu,Sumatera Utara,2012,1171520.00,3175.00,76.00,27.30,38749.00
Ubi Kayu,Sumatera Utara,2013,1518221.00,2627.00,78.67,28.80,47141.00
Ubi Kayu,Sumatera Utara,2014,1383346.00,2148.00,79.00,27.90,42062.00
Ubi Kayu,Sumatera Utara,2015,1619495.00,975.90,86.90,27.40,47837.00
Ubi Kayu,Sumatera Utara,2016,1228138.00,2384.00,82.00,27.65,34852.00
Ubi Kayu,Sumatera Utara,2017,980879.00,3190.00,84.00,27.50,29031.00
Ubi Jalar,Sumatera Utara,1993,146465.00,2549.40,83.80,26.45,16486.00
Ubi Jalar,Sumatera Utara,1994,139462.00,2166.50,83.79,26.40,15682.00
Ubi Jalar,Sumatera Utara,1995,117336.00,2917.10,81.68,26.58,13323.00
Ubi Jalar,Sumatera Utara,1996,118348.00,2326.50,81.31,26.33,13438.00
Ubi Jalar,Sumatera Utara,1997,111156.00,1865.00,81.81,26.40,12568.00
Ubi Jalar,Sumatera Utara,1998,106618.00,2496.90,83.53,27.16,12015.00
Ubi Jalar,Sumatera Utara,1999,134642.00,3087.30,84.56,26.45,14304.00
Ubi Jalar,Sumatera Utara,2000,126961.00,1289.50,82.94,27.70,13631.00
Ubi Jalar,Sumatera Utara,2001,118183.00,3595.30,72.78,28.03,12464.00
Ubi Jalar,Sumatera Utara,2002,118170.00,1944.90,72.31,28.45,12405.00
Ubi Jalar,Sumatera Utara,2003,135661.00,3140.20,72.08,29.59,14280.00
Ubi Jalar,Sumatera Utara,2004,117295.00,2406.90,80.79,29.27,12227.00
Ubi Jalar,Sumatera Utara,2005,115728.00,776.70,83.80,27.00,12014.00
Ubi Jalar,Sumatera Utara,2006,102712.00,222.50,81.00,27.80,10630.00
Ubi Jalar,Sumatera Utara,2007,117641.00,2513.00,82.00,27.00,12129.00
Ubi Jalar,Sumatera Utara,2008,114186.00,2442.00,81.40,26.90,10316.00
Ubi Jalar,Sumatera Utara,2009,140138.00,2184.00,86.00,27.10,12359.00
Ubi Jalar,Sumatera Utara,2010,179388.00,1903.30,78.55,27.18,14874.00
Ubi Jalar,Sumatera Utara,2011,191104.00,2042.00,79.00,27.20,15466.00
Ubi Jalar,Sumatera Utara,2012,186583.00,3175.00,76.00,27.30,14595.00
Ubi Jalar,Sumatera Utara,2013,116671.00,2627.00,78.67,28.80,9101.00
Ubi Jalar,Sumatera Utara,2014,146622.00,2148.00,79.00,27.90,11130.00
Ubi Jalar,Sumatera Utara,2015,122362.00,975.90,86.90,27.40,8952.00
Ubi Jalar,Sumatera Utara,2016,91531.00,2384.00,82.00,27.65,6379.00
Ubi Jalar,Sumatera Utara,2017,94491.00,3190.00,84.00,27.50,5831.00
Kacang Tanah,Sumatera Utara,1993,24801.00,2549.40,83.80,26.45,24607.00
Kacang Tanah,Sumatera Utara,1994,28134.00,2166.50,83.79,26.40,27556.00
Kacang Tanah,Sumatera Utara,1995,32115.00,2917.10,81.68,26.58,31751.00
Kacang Tanah,Sumatera Utara,1996,30330.00,2326.50,81.31,26.33,29465.00
Kacang Tanah,Sumatera Utara,1997,31188.00,1865.00,81.81,26.40,30191.00
Kacang Tanah,Sumatera Utara,1998,26037.00,2496.90,83.53,27.16,24907.00
Kacang Tanah,Sumatera Utara,1999,21986.00,3087.30,84.56,26.45,22297.00
Kacang Tanah,Sumatera Utara,2000,23901.00,1289.50,82.94,27.70,22799.00
Kacang Tanah,Sumatera Utara,2001,22485.00,3595.30,72.78,28.03,21130.00
Kacang Tanah,Sumatera Utara,2002,23296.00,1944.90,72.31,28.45,21432.00
Kacang Tanah,Sumatera Utara,2003,25097.00,3140.20,72.08,29.59,22962.00
Kacang Tanah,Sumatera Utara,2004,28708.00,2406.90,80.79,29.27,26029.00
Kacang Tanah,Sumatera Utara,2005,21042.00,776.70,83.80,27.00,19195.00
Kacang Tanah,Sumatera Utara,2006,20118.00,222.50,81.00,27.80,17991.00
Kacang Tanah,Sumatera Utara,2007,20329.00,2513.00,82.00,27.00,17694.00
Kacang Tanah,Sumatera Utara,2008,19316.00,2442.00,81.40,26.90,16626.00
Kacang Tanah,Sumatera Utara,2009,16771.00,2184.00,86.00,27.10,14294.00
Kacang Tanah,Sumatera Utara,2010,16449.00,1903.30,78.55,27.18,14520.00
Kacang Tanah,Sumatera Utara,2011,11093.00,2042.00,79.00,27.20,10773.00
Kacang Tanah,Sumatera Utara,2012,12074.00,3175.00,76.00,27.30,10154.00
Kacang Tanah,Sumatera Utara,2013,11351.00,2627.00,78.67,28.80,9377.00
Kacang Tanah,Sumatera Utara,2014,9777.00,2148.00,79.00,27.90,8311.00
Kacang Tanah,Sumatera Utara,2015,8517.00,975.90,86.90,27.40,7342.00
Kacang Tanah,Sumatera Utara,2016,4870.00,2384.00,82.00,27.65,4091.00
Kacang Tanah,Sumatera Utara,2017,4380.00,3190.00,84.00,27.50,3469.00
Kedelai,Sumatera Utara,1993,52786.00,2549.40,83.80,26.45,51384.00
Kedelai,Sumatera Utara,1994,56497.00,2166.50,83.79,26.40,55726.00
Kedelai,Sumatera Utara,1995,49655.00,2917.10,81.68,26.58,48267.00
Kedelai,Sumatera Utara,1996,35660.00,2326.50,81.31,26.33,33391.00
Kedelai,Sumatera Utara,1997,39303.00,1865.00,81.81,26.40,36529.00
Kedelai,Sumatera Utara,1998,44503.00,2496.90,83.53,27.16,42242.00
Kedelai,Sumatera Utara,1999,28817.00,3087.30,84.56,26.45,27171.00
Kedelai,Sumatera Utara,2000,12881.00,1289.50,82.94,27.70,12113.00
Kedelai,Sumatera Utara,2001,10719.00,3595.30,72.78,28.03,10003.00
Kedelai,Sumatera Utara,2002,10197.00,1944.90,72.31,28.45,9705.00
Kedelai,Sumatera Utara,2003,10466.00,3140.20,72.08,29.59,9910.00
Kedelai,Sumatera Utara,2004,12333.00,2406.90,80.79,29.27,11706.00
Kedelai,Sumatera Utara,2005,15793.00,776.70,83.80,27.00,13787.00
Kedelai,Sumatera Utara,2006,7042.00,222.50,81.00,27.80,6311.00
Kedelai,Sumatera Utara,2007,4345.00,2513.00,82.00,27.00,3747.00
Kedelai,Sumatera Utara,2008,11647.00,2442.00,81.40,26.90,9597.00
Kedelai,Sumatera Utara,2009,14206.00,2184.00,86.00,27.10,11494.00
Kedelai,Sumatera Utara,2010,9439.00,1903.30,78.55,27.18,7803.00
Kedelai,Sumatera Utara,2011,11426.00,2042.00,79.00,27.20,11413.00
Kedelai,Sumatera Utara,2012,5419.00,3175.00,76.00,27.30,5475.00
Kedelai,Sumatera Utara,2013,3229.00,2627.00,78.67,28.80,3126.00
Kedelai,Sumatera Utara,2014,5705.00,2148.00,79.00,27.90,5024.00
